longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-1.3278352216308462,1.0525482830366848,0.9821426581785077,-0.8048190966246049,-0.9724764790070289,-0.9744285971768408,-0.9770328537634586,2.3447657583017163,2.129631481668038
-1.3228439144608317,1.043184551645693,-0.6070189133741593,2.045890099248613,1.357143430032187,0.8614388682720688,1.6699610275640624,2.3322379635373314,1.314156136924335
-1.3328265288008536,1.038502685950199,1.8561815225324745,-0.5357458858226144,-0.8270242636013051,-0.8207773518723145,-0.8436369170562416,1.7826994032844994,1.2586934142212565
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.6242145905667101,-0.7197234489577383,-0.7660280575684029,-0.7337814397679453,0.9329675088245888,1.1651000696598113
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.4624039544285455,-0.6124226343141715,-0.7598466856308644,-0.6291571756838535,-0.012880995886439435,1.1728995150399317
-1.3378178359708683,1.038502685950199,1.8561815225324745,-0.7869420008473006,-0.7721816250057043,-0.8940707619888414,-0.8017872114226049,0.08744663781489194,0.5446108594191194
-1.3378178359708683,1.0338208202547048,1.8561815225324745,-0.046188493767204096,-0.11406996185849487,-0.29271157777974693,0.037822507852231305,-0.11136630682830236,0.8002593468786223
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.21463374975295366,0.35805362257319884,-0.23707923034190118,0.38569818593183636,-0.39513664957954914,0.2993616324664436
-1.3428091431408828,1.0338208202547048,1.0616007367561409,-0.03702075234294548,0.30559544652523285,-0.19380962677913224,0.24968664262251708,-0.9423591469347639,0.17197069125780987
-1.3378178359708683,1.0338208202547048,1.8561815225324745,0.41861599644270797,0.40574287352589516,0.11084370442811828,0.56094382827269,-0.0944695752343217,0.47008282578685745
-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.19883138848111012,-0.2452154019784098,-0.45519335442361386,-0.2551254315832256,-0.35139464349045885,0.6468702544029206
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.3975301911669131,0.5130436881694619,0.06934020713321748,0.6132559603147358,-0.31591677092241194,0.302828052635386
-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.06635752490057306,-0.14983690007301712,-0.28917936524401067,-0.0824953958444742,-0.41882365648699876,0.05757882568271023
-1.3428091431408828,1.0338208202547048,1.8561815225324745,-0.8891623177277842,-0.8246398010536703,-0.9541183750963574,-0.8514837368625485,-0.6301117581014498,-0.13480749369359374
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.003317309923792452,0.21260140716747503,-0.1885113079755279,0.3150768076750744,-1.028527214284753,-0.41298771225122244
-1.3428091431408828,1.038502685950199,1.6972653653772076,-0.6948061995335015,-0.6052692466712671,-0.6432836719515685,-0.6160791426733421,-0.9188826911998249,-0.5793758803604583
-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.30701073728736183,-0.45266364362263883,-0.5585105710938988,-0.4408335003324884,-0.5767370358699966,-0.47105025008100787
-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.645300395842505,-0.581424621194919,-0.6865532755143374,-0.5140704851913526,-0.9214093052699528,-0.44505209881393976
-1.3428091431408828,1.0338208202547048,1.6972653653772076,-0.1818710668462317,-0.19514168847807864,-0.3845491037088891,-0.21066011934748657,-0.9893646961977695,-0.41732073746240045
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.519243951258949,-0.5695023084567449,-0.649465043889107,-0.5873074700502169,-0.6671161266701989,-0.3809233256885051
-1.3478004503108902,1.038502685950199,0.9026845796008742,-0.863951028811073,-0.841331038887114,-0.8976029745245777,-0.8724085896793669,-1.3227198400752775,-0.514380502192788
-1.3478004503108902,1.038502685950199,1.0616007367561409,-0.4569033095739903,-0.4049743926699425,-0.43841534487886674,-0.34928726925890813,-1.1354872099201703,-0.4077880819978088
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.09156881381728427,0.009922090618515598,-0.3624727753605376,-0.05633932982345126,-1.1294338637104884,-0.8055597963839508
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.4344423430845567,-0.476508269098987,-0.5055273830578553,-0.4565271399451022,-0.8896160782208427,-0.9286177123814064
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.18874687291442566,-0.23806201433550533,-0.37042025356594416,-0.2028132995411797,-0.6688531738434118,-0.6435046534858929
-1.352791757480905,1.038502685950199,0.9821426581785077,-0.9629626361930661,-0.9867832542928378,-0.9788438628465111,-0.9953420999781746,-0.7721285239598924,-0.8610225190870294
-1.352791757480905,1.038502685950199,1.6178072867995743,-0.6902223288213722,-0.698263286029025,-0.7227584540056339,-0.6814693077258994,-0.742703997601527,-0.9797474098733071
-1.352791757480905,1.038502685950199,1.8561815225324745,-0.33818105812984117,-0.2762134150976624,-0.28564715270827445,-0.268203464593737,-1.085744495414526,-0.8783546199317415
-1.352791757480905,1.0338208202547048,1.6972653653772076,-0.25383783702666185,-0.10691657421559042,-0.2600386118241867,-0.06941736283396273,-1.1729126808339403,-0.8488900484957309
-1.352791757480905,1.0338208202547048,1.8561815225324745,-0.8740355443777575,-0.8985581400303496,-0.9099657183996545,-0.901180262302492,-1.1491730361333632,-0.6487042837393066
-1.352791757480905,1.0338208202547048,1.6178072867995743,-0.3299300908480084,-0.21421738885915717,-0.4966968517185147,-0.31789999003368064,-1.0228949704200927,-0.73276497283616
-1.352791757480905,1.0338208202547048,1.8561815225324745,-0.22129235497054375,-0.13314566223957341,-0.2273656458686265,-0.1531167741012361,-1.0049454829635587,-0.794293930834888
-1.3478004503108902,1.0338208202547048,1.538349208221941,-0.3271797684207308,-0.3048269656692802,-0.352759190887263,-0.43037107392407925,-1.0915872904516968,-0.8358909728621969
-1.3478004503108902,1.0291389545592071,1.6178072867995743,-0.4495691164345834,-0.4073588552175773,-0.5929496433173271,-0.44606471353669297,-1.313666139657319,-0.8835542501851551
-1.3478004503108902,1.0291389545592071,1.7767234439548412,0.013401825490476934,0.08860935469046455,-0.14789086381456115,0.09536585309848176,-0.6002661293980631,-0.8419572081578461
-1.3478004503108902,1.0291389545592071,1.6178072867995743,-0.6512594277682731,-0.6076537092189019,-0.7554314199611941,-0.6160791426733421,-1.2551855514924823,-0.9502828384372966
-1.3478004503108902,1.0291389545592071,1.538349208221941,-0.3840197652511343,-0.24998432707367943,-0.3871982631106913,-0.3283624164420898,-1.459893928965975,-0.8870206703540975
-1.352791757480905,1.0291389545592071,1.8561815225324745,-0.5155768546892455,-0.3501317540743417,-0.4631408326290204,-0.2525098249811233,-1.2950849986832529,-0.8922203006075111
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.5343707246089756,-0.49319950693243075,-0.650348097023041,-0.49837684557873885,-0.205640594319952,-0.13394088865135811
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.093402362102136,0.4248185739069737,-0.042807540876408076,0.5138629094348487,-0.6742222287424339,-0.2673980651556411
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.44498524572245407,-0.28098234019293206,-0.42340344160198773,-0.2734346777979416,-0.9332001709305501,-0.4459187038561754
-1.3428091431408828,1.0291389545592071,1.7767234439548412,-0.7791494206366808,-0.5385042953374922,-0.8022332360596992,-0.6553132417048765,-1.3609348778859633,-0.4927153761368979
